date,day_index,article_index,title_preview,block,vector_norm,center_cosine,second_center_margin,pca_x,pca_y,vector_prefix,selection_reason
2022-11-03,476,138,"PREMIUM BRANDS HOLDINGS CORPORATION REPORTS RECORD THIRD QUARTER RESULTS, DECLARES FOURTH QUARTER DIVIDEND AND RELEASES ITS 2022 ESG PROGRESS REPORT。VANCOUVER, BC, Nov. 3, 2022 /CNW/ - Premium Brands Holdings Corporation (TSX: PBH), a leadi…",60,0.9999999978905979,0.9063713156956333,0.13345217105543872,0.5712194962469833,0.1260507575924553,"[-0.028544336557388306, -0.02966133877635002, -0.02884717658162117, -0.05284823104739189, -0.03886742144823074, 0.02213963121175766, -0.036569103598594666, 0.010512804612517357, 0.05618710443377495, 0.016426803544163704, 0.05333356559276581, 0.010801252909004688]",cluster_representative
2025-09-15,1520,142,"India News | Punjab, Haryana Should Act as Elder Brothers to Support Himachal's Interests: CM Sukhu | LatestLY。Shimla (Himachal Pradesh) [India], September 15 (ANI): Chief Minister Sukhvinder Singh Sukhu on Monday said that Himachal Pradesh…",133,0.9999999779010118,0.8623872699451869,0.15358693290304637,0.015322022027030494,0.27427530774466397,"[0.015139597468078136, 0.012937065213918686, -0.030461197718977928, -0.027808193117380142, -0.0714438259601593, -0.006726377177983522, -0.009716089814901352, 0.002940903650596738, -0.041472237557172775, 0.03055463917553425, 0.02697032317519188, -0.043070364743471146]",cluster_representative
2022-09-02,414,92,"Chelsea, ManCity on UEFA's FFP watchlist as transfer window ends — NewsDay。Chelsea, Leicester, Manchester City and West Ham have avoided sanctions under UEFA Financial Fair Play (FFP) rules because of “exceptional COVID deductions and consi…",80,1.0000000572086802,0.912634534213033,0.004905049095962455,-0.16307274045449074,-0.2802367941171086,"[0.022538892924785614, 0.027696995064616203, -0.03454384207725525, -0.07334404438734055, 0.06840703636407852, 0.03522436320781708, 0.07684580236673355, 0.03147401660680771, 0.0366157703101635, 0.013978089205920696, -0.051699209958314896, -0.08466643840074539]",cluster_representative
2026-04-29,1746,63,"IPL 2026 Dispatch, April 29: Abhishek Sharma-Heinrich Klaasen Duo Ruling Roost; GT Prepare To Welcome Rampaging RCB | Outlook India。Summary of this article - Mumbai Indians need to win at least five of their remaining six matches to have sh…",138,1.000000026911646,0.9353054822436639,0.1556052016117644,-0.1026711047997402,-0.37846795215888523,"[0.03170087933540344, 0.030315475538372993, -0.0674414411187172, -0.053216587752103806, -0.005294139962643385, 0.025164928287267685, 0.054664645344018936, 0.05136951059103012, -0.011371230706572533, 0.01836972124874592, -0.011879345402121544, -0.11522722244262695]",cluster_representative
2021-08-18,34,30,"LEADING OFF: Red Sox-Yanks twinbill, Cabrera tries for 500 – KVEO-TV。A look at what’s happening around the majors today: ___ BRONX TWO-STEP The Yankees host the Red Sox in a day-night doubleheader as the longtime rivals jostle for playoff p…",23,1.0000000013854742,0.9477571084046568,0.01576196924553963,-0.06948015406254213,-0.5902865912971921,"[0.022608697414398193, 0.01766776479780674, -0.06043621152639389, -0.006995895877480507, 0.005020265467464924, 0.07542664557695389, 0.020359141752123833, 0.097640760242939, 0.01755392551422119, -0.03294771909713745, -0.04212591424584389, -0.063592828810215]",cluster_representative
2022-09-22,434,68,Harley Quinn' Season 3 Ending Explained: Can Love Conquer All? - NewsBreak。Related Collider Dwayne Johnson’s Black Adam is leaving no stones unturned in hyping fans for the upcoming feature. As the movie stands just a month away from its re…,235,1.0000000584778073,0.9087381371040116,0.06407839556446449,-0.3065716019131657,-0.2591979899312022,"[0.013858961872756481, -0.016126658767461777, -0.02642689272761345, -0.04163937270641327, -0.001963958842679858, 0.05313293635845184, 0.049691054970026016, 0.01287755649536848, 0.0480792336165905, -0.016688011586666107, 0.05304569751024246, 0.016148028895258904]",cluster_representative
2023-09-30,807,126,"Man City's perfect start in the Premier League is over. Spurs and Arsenal close the gap at the top。MANCHESTER, England (AP) — Manchester City's perfect start in the Premier League is over after a shock loss to Wolverhampton on Saturday, wit…",160,1.0000000291162585,0.9420768727621491,0.09144417408384287,-0.14724734480208315,-0.4172130187398932,"[0.010851926170289516, 0.014126377180218697, -0.03426060825586319, -0.04114720597863197, 0.03528929129242897, 0.012241458520293236, 0.07884359359741211, 0.09133199602365494, 0.021479185670614243, 0.01731008104979992, -0.061937034130096436, -0.0905257984995842]",cluster_representative
2022-08-10,391,68,"DarkPulse, Inc. Reports Second Quarter 2022 Financial Results and Operational Highlights。Company Issues Shareholder Letter NEW YORK and HOUSTON, Aug. 10, 2022 /PRNewswire/ -- DarkPulse, Inc. (OTC Markets: DPLS) (""DarkPulse"" and the ""Company…",11,0.9999999940129501,0.8365214698575352,0.03629342927365431,0.3160123229641343,0.2373581547755417,"[-0.03695322945713997, -0.0011535640805959702, -0.016759337857365608, -0.038103099912405014, -0.093330018222332, -0.0264647975564003, -0.04016725718975067, 0.002024731831625104, -0.017153384163975716, -0.012697316706180573, 0.042505551129579544, 0.03694501146674156]",cluster_representative
2023-11-24,859,117,alt level chart - Laman。Bar Chart Of Serum Ast Alt Levels Of The Control C Group . Top Causes Of Elevated Liver Enzymes How To Treat High Ast . Bar Chart On The Comparison Of Activities Of Serum Level Of . Liver Blood Tests Abnormal Values…,199,1.0000000171881676,0.23290723122572865,0.020679878725956058,0.09154045398388225,-0.07914536812229843,"[-0.04621975123882294, 0.04111722111701965, -0.0005205813213251531, 0.04123867303133011, 0.015165729448199272, -0.03293736279010773, 0.04443392902612686, 0.01066598854959011, -0.010264928452670574, -0.029995635151863098, -0.008624827489256859, -0.025073474273085594]",low_center_similarity
2025-08-06,1480,114,"Donald Trump imposes additional 25 percent tariff on India。WORLD United States President Donald Trump on Wednesday announced an additional 25 percent tariff on India, taking the total levy on New Delhi to 50 percent. United States President…",84,0.9999999920379283,0.23634376273584745,0.04863322870219533,0.15215395062340636,0.0802195594106036,"[0.03828732669353485, -0.0279245488345623, 0.036356616765260696, -0.008285087533295155, 0.078172467648983, -0.01809074357151985, 0.086815245449543, -0.008206626400351524, 0.025701051577925682, 0.0016462496714666486, 0.06458453834056854, -0.03229432553052902]",low_center_similarity
2025-05-06,1388,14,Autosomal Inheritance Quiz #1 Flashcards | Channels for Pearson+。Autosomal Inheritance quiz #1 Flashcards Terms in this set (8) How do autosomal dominant disorders differ from autosomal recessive disorders in terms of allele requirements? A…,203,1.000000054164271,0.2518619668262568,0.02063755128475514,-0.044969421920554066,-0.019710713086159286,"[0.03954252228140831, 0.05991867184638977, 0.08964120596647263, 0.018308447673916817, 0.023864496499300003, 0.008072439581155777, -0.023779237642884254, 0.031489048153162, -0.06482028216123581, -0.0879177451133728, 0.05805481597781181, 0.027234554290771484]",low_center_similarity
2025-08-27,1501,103,"Get Mean Corpuscular Volume tests in Visalia, CA | Empirical Health。MCV measures the average size of red blood cells. Changes can help diagnose different types of anemia. Heart Chol/HDLc Ratio HDL Triglycerides ApoB Lp(a) LDL/HDL Ratio Non…",154,1.0000000513166083,0.26205698261769766,0.0026460290747913895,0.19144008676342322,-0.049047961542938584,"[-0.05454014241695404, 0.07527688145637512, 0.01970904879271984, -0.008174392394721508, -0.0023558633401989937, -0.009149367921054363, 0.05888732522726059, 0.04762241989374161, 0.030461059883236885, -0.0020444756373763084, -0.000543144706171006, -0.14782658219337463]",low_center_similarity
2025-08-20,1494,122,"Get LDL tests in Draper, VA | Empirical Health。LDL (“bad”) cholesterol can build up in your arteries and form plaque that narrows and hardens them. Heart Chol/HDLc Ratio HDL Triglycerides ApoB Lp(a) LDL/HDL Ratio Non HDL ApoA1 ApoB/A1 Ratio…",204,1.000000024244272,0.2622148783783458,0.007339119912552428,0.18170791217894186,-0.09092675209326291,"[-0.09111122041940689, 0.07342014461755753, 0.030104530975222588, 0.013044391758739948, -0.031319741159677505, 0.028840526938438416, 0.033017657697200775, 0.05699953809380531, -0.014983093366026878, -0.020137183368206024, -0.014752799645066261, -0.12598058581352234]",low_center_similarity
2025-08-23,1497,37,"Get Blood Type tests in Fairdale, KY | Empirical Health。The ABO group classifies blood based on the presence of A and/or B antigens. Blood type can be A, B, AB, or O. Heart Chol/HDLc Ratio HDL Triglycerides ApoB Lp(a) LDL/HDL Ratio Non HDL…",40,1.000000031473853,0.31047675991404267,1.5238523871641263e-05,0.19004150616511536,-0.06347731109955296,"[-0.06756885349750519, 0.05716337636113167, 0.008144576102495193, 0.0005872494075447321, -0.015248649753630161, 0.013103567063808441, 0.05370565876364708, 0.030993837863206863, -0.031808752566576004, -0.017513995990157127, 0.03221261128783226, -0.18792544305324554]",low_center_margin
2023-02-21,586,13,"Gambling industry generated £7.05bn GVA for British economy in 2022。The estimate comes from the UK government’s Department of Culture, Media and Sport. UK.- The Department of Culture, Media and Sport has estimated that the gambling sector g…",60,1.0000000270135234,0.6052657141400224,3.8317343860727604e-05,0.30097667006298634,0.15239834431648816,"[0.01591346599161625, 0.030474258586764336, 0.008826863951981068, -0.09659374505281448, 0.04224599525332451, 0.045816220343112946, -0.04557091370224953, 0.058282896876335144, 0.036169953644275665, 0.06708063185214996, 0.0027478381525725126, 0.010492164641618729]",low_center_margin
2022-07-04,354,89,"Hartford Investment Management Co. Has $2.14 Million Holdings in Essex Property Trust, Inc. (NYSE:ESS) - American Banking News。Hartford Investment Management Co. lessened its position in shares of Essex Property Trust, Inc. (NYSE:ESS – Get…",137,1.0000000458244749,0.7424411253828609,4.32829403808066e-05,0.4013821839582783,0.0032355078713780135,"[0.008993499912321568, -0.030102921649813652, -0.06812664121389389, -0.04103177785873413, -0.02296343632042408, -0.04037107527256012, -0.010758625343441963, -0.014236802235245705, -0.007963333278894424, -0.016691051423549652, 0.017177537083625793, 0.010354801081120968]",low_center_margin
2025-07-30,1473,42,Reports: Twins trading closer Jhoan Duran to Phillies for two top prospects。The Twins are dealing star closer Jhoan Duran to the Philadelphia Phillies for two top-100 prospects in one of the biggest trades before this year's deadline. ESPN'…,213,1.0000000381163723,0.6862911203946083,6.622708597381344e-05,0.04496476229859576,-0.4513805690906095,"[-0.017948346212506294, 0.04014010727405548, -0.009088607504963875, -0.04578946903347969, -0.014412579126656055, 0.04603269323706627, 0.013624352402985096, 0.11517032980918884, 0.023828530684113503, -0.041785188019275665, 0.002532052341848612, -0.07049418985843658]",low_center_margin
2023-10-18,825,52,"Cameroon plans clinker-marble substitution in cement production - Business in Cameroon。(Business in Cameroon) - Cimenteries du Cameroun (Cimencam), a local subsidiary of the LafargeHolcim Maroc Afrique group (55%), intends to introduce a ne…",56,1.000000063913359,0.525624047169782,8.535839152279401e-05,0.18591321745426478,0.23100133314406715,"[-0.05713734030723572, 0.05492997542023659, -0.004997377283871174, -0.06190281733870506, -0.022020915523171425, -0.07875321060419083, 0.03154243156313896, 0.014721807092428207, 0.0160997174680233, 0.057855188846588135, -0.005372962914407253, -0.007808726746588945]",low_center_margin
2024-01-02,898,9,"What I learnt from a room full of introverts。When everything from dating to the supermarket checkout process can take place without seeing a person in real life, those of us who are introverted can really struggle when we do have to mingle.…",244,1.0000000487283587,0.5327095274153185,0.07142011476451005,-0.105544311064422,-0.015464974926453292,"[0.11820612847805023, -0.0011959269177168608, 0.0037717255763709545, 0.018343420699238777, 0.01885480247437954, 0.01067321002483368, 0.038957685232162476, -0.015827497467398643, -0.02178187668323517, -0.010816696099936962, 0.03530166298151016, 0.08639129251241684]",random
2025-01-01,1263,46,"Palestinians say 17 Gaza civilians killed in New Year's airstrikes by Israel - UPI.com。Palestinians attend the funeral of Kholoud Abu Dahr, 27, and her 8-year-old son Adam near Al Aqsa Martyrs Hospital in Deir Al Balah, after they died duri…",156,1.000000002576149,0.8189162145664715,0.23387051328045594,-0.20862942320231462,0.13445609928774258,"[0.00881457794457674, 0.07510583102703094, -0.019510414451360703, -0.05687287077307701, 0.04576561972498894, 0.029155710712075233, 0.030181361362338066, -0.03172904625535011, 0.0943874791264534, 0.08872509747743607, 0.04440978914499283, 0.015459111891686916]",random
2024-09-05,1145,75,"5 Best-performing Lithium Stocks of 2024 | Nasdaq。As the market moves into the second half of year, the lithium sector has continued to experience challenges. However, after 2023's broad fluctuations, the lithium sector exhibited greater st…",33,1.0000000509878892,0.7158599261815388,0.13202626346702073,0.4017590604853071,0.021964468976191854,"[-0.05973260477185249, 0.06301772594451904, 0.043273307383060455, -0.0427594892680645, -0.06638612598180771, -0.03514423966407776, -0.03804739937186241, 0.09794943034648895, 0.027389150112867355, 0.00584512110799551, 0.01689121313393116, -0.01530239637941122]",random
2023-11-21,856,151,"John Oliver Criticizes Apple TV Amidst Dollar Store Segment。Renowned bird enthusiast John Oliver, known for his sharp commentary, took a slight dig at Apple TV during the latest episode of Last Week Tonight. While primarily focused on the i…",114,0.9999999911516407,0.5523792798273395,0.006125448913808729,-0.11574098900441881,-0.05666999426952324,"[0.07316216081380844, -0.054645538330078125, 0.01267523504793644, -0.0066649094223976135, 0.03624305874109268, 0.011589093133807182, 0.05407628417015076, -0.035850148648023605, 0.0160424392670393, -0.014826013706624508, 0.03175240382552147, 0.001394276274368167]",random
2026-04-11,1728,112,"The Best Dispensaries Near Me in Noel, Missouri | Updated 2026 | Leafly。Best weed dispensaries in Noel, Missouri with authentic reviews Results 1-30 of 3046 Sponsored Dispensaries All Dispensary results Looking for something else? Find lice…",180,1.0000000209589748,0.43362715869856117,0.05279492010997888,0.0597685134115231,0.12526759243181948,"[0.04652169346809387, 0.024344241246581078, -0.037715643644332886, -0.029766343533992767, -0.003928796853870153, 0.007943438366055489, -0.030783453956246376, 0.0324736088514328, -0.026782192289829254, -0.009289097040891647, 0.006740294862538576, -0.006305160000920296]",random
2021-10-17,94,258,Womens Yep Still Single Funny Single Women T-Shirt | Real Simple。Cute Leopard Heart Valentines Day tee. Funny holiday gag gift joke for women. Perfect humor shirt for family and friends asking your marital status. Awesome meme shirt. Yep St…,247,1.0000000531577147,0.533071195350362,0.08111149612480151,0.09610935271683319,-0.17359122273133745,"[-0.07680531591176987, -0.012223709374666214, 0.10580247640609741, 0.03775310143828392, 0.013991142623126507, 0.024362672120332718, 0.03309599682688713, -0.04373238608241081, -0.06255184859037399, -0.05977682024240494, -0.02097315341234207, -0.09912661463022232]",random
2026-05-03,1750,7,Allahabad High Court Overturns Life Sentence of Man Accused of Kidnap and S*xual Assault After Learning That Victim Was an Adult Who Entered Into Consensual Relationship | 📰 LatestLY。Allahabad High Court Overturns Life Sentence of Man Accus…,102,1.0000000001793548,0.6911380460149186,0.04443920405944679,-0.33159622039785885,0.1085129319057048,"[0.01941651478409767, 0.10727500170469284, -0.05348241701722145, -0.021851547062397003, 0.04260442778468132, 0.0660826787352562, 0.061319611966609955, 0.0009127992088906467, 0.08413497358560562, 0.0242486409842968, 0.11489228159189224, -0.015973057597875595]",random
2022-08-30,411,38,"Arkansas Game and Fish, Transportation Department increase boating access。Three funding reimbursements approved at last week's Arkansas Game and Fish Commission meeting in Texarkana will create improved access for anglers and boaters on the…",35,1.0000000399036135,0.6105184351719684,0.007928050113974128,0.27323369318278595,0.18216722646095204,"[0.030932843685150146, -0.006997080985456705, 0.0332840271294117, 0.007483016233891249, 0.021715708076953888, 0.008678743615746498, -0.03159872815012932, 0.10867370665073395, 0.02751823142170906, 0.01447746530175209, 0.043104737997055054, -0.008487308397889137]",random
2026-01-30,1657,35,The Latest: Congress scrambles to save bipartisan spending deal before Friday night deadline。Senate leaders were scrambling to save a bipartisan spending deal and avert a partial government shutdown at midnight Friday. Democrats have demand…,54,1.000000024590342,0.7882806751197935,0.11436528690637637,-0.2424886867054952,0.14270878713667476,"[0.012522436678409576, 0.07585795223712921, -0.020972104743123055, -0.05175192281603813, 0.11172957718372345, 0.1157827153801918, 0.003628589678555727, 0.006087964400649071, 0.01786092109978199, -0.0049693710170686245, 0.007109493017196655, 0.022617220878601074]",random
2022-03-26,254,98,"Aadhi Pinisetty gets engaged to Nikki Galrani: ‘We found each other a couple of years ago’ - The Miracle Tech。Actress Aadhi Pinisetti and Nikki Galrani have made their relationship official. The two got engaged on March 24. On Saturday, he…",205,0.9999999935760091,0.64305639262769,0.06053684457392783,-0.12710164648869374,-0.13420214330999167,"[0.017958257347345352, 0.025867804884910583, -0.0776117816567421, -0.05152850225567818, -0.06958647072315216, 0.008089510723948479, 0.10965698212385178, -0.004973928444087505, 0.06088503450155258, -0.06075479835271835, 0.1323315054178238, 0.006185650825500488]",random
